,neurons,activation,learning_rate,accuracy,task,target,epochs,batch_size
0,20,relu,0.001,0.8257787252762127,vs_Weak,P49841,30,16
0,20,relu,0.001,0.8156946347901122,vs_Weak,P49841,40,16
0,20,relu,0.001,0.7837673214557636,vs_Weak,P49841,10,32
0,20,relu,0.001,0.8173950560885235,vs_Weak,P49841,20,32
0,20,relu,0.001,0.8140195929140653,vs_Weak,P49841,30,32
0,20,relu,0.001,0.8106441297396071,vs_Weak,P49841,40,32
0,20,relu,0.001,0.7602744361538333,vs_Weak,P49841,10,64
0,20,relu,0.001,0.8039693416577839,vs_Weak,P49841,20,64
0,20,relu,0.001,0.8207366800331624,vs_Weak,P49841,30,64
0,20,relu,0.001,0.8039778014652387,vs_Weak,P49841,40,64
0,20,relu,0.001,0.6948124460687275,vs_all,P49841,10,8
0,20,relu,0.001,0.6830533137065801,vs_all,P49841,20,8
0,20,relu,0.001,0.6763446863949376,vs_all,P49841,30,8
0,20,relu,0.001,0.6511767592169603,vs_all,P49841,40,8
0,20,relu,0.001,0.689778860633132,vs_all,P49841,10,16
0,20,relu,0.001,0.7031791956415073,vs_all,P49841,20,16
0,20,relu,0.001,0.6780281880784393,vs_all,P49841,30,16
0,20,relu,0.001,0.6864118572661285,vs_all,P49841,40,16
0,20,relu,0.001,0.6796863103395768,vs_all,P49841,10,32
0,20,relu,0.001,0.6897704008256772,vs_all,P49841,20,32
0,20,relu,0.001,0.6847452751975366,vs_all,P49841,30,32
0,20,relu,0.001,0.6813951914454427,vs_all,P49841,40,32
0,20,relu,0.001,0.667977936822158,vs_all,P49841,10,64
0,20,relu,0.001,0.6797201495693957,vs_all,P49841,20,64
0,20,relu,0.001,0.6830617735140349,vs_all,P49841,30,64
0,20,relu,0.001,0.6814036512528975,vs_all,P49841,40,64
0,20,relu,0.001,0.8357782176877654,vs_Non-binder,P49841,10,8
0,20,relu,0.001,0.8357612980728558,vs_Non-binder,P49841,20,8
0,20,relu,0.001,0.8441618868754547,vs_Non-binder,P49841,30,8
0,20,relu,0.001,0.8374363399489028,vs_Non-binder,P49841,40,8
0,20,relu,0.001,0.8407779638935416,vs_Non-binder,P49841,10,16
0,20,relu,0.001,0.839136761247314,vs_Non-binder,P49841,20,16
0,20,relu,0.001,0.8458369287515016,vs_Non-binder,P49841,30,16
0,20,relu,0.001,0.8374617193712671,vs_Non-binder,P49841,40,16
0,20,relu,0.001,0.8139349948395175,vs_Non-binder,P49841,10,32
0,20,relu,0.001,0.8475204304350034,vs_Non-binder,P49841,20,32
0,20,relu,0.001,0.8458538483664112,vs_Non-binder,P49841,30,32
0,20,relu,0.001,0.8408118031233608,vs_Non-binder,P49841,40,32
0,20,relu,0.001,0.8004754411789587,vs_Non-binder,P49841,10,64
0,20,relu,0.001,0.8374532595638122,vs_Non-binder,P49841,20,64
0,20,relu,0.001,0.8324281339356716,vs_Non-binder,P49841,30,64
0,20,relu,0.001,0.8391283014398591,vs_Non-binder,P49841,40,64
0,20,relu,0.001,0.8232201533406354,vs_Weak,Q13627,10,8
0,20,relu,0.001,0.8151636850432031,vs_Weak,Q13627,20,8
0,20,relu,0.001,0.8312401119630035,vs_Weak,Q13627,30,8
0,20,relu,0.001,0.8211756115370572,vs_Weak,Q13627,40,8
0,20,relu,0.001,0.8292320798344894,vs_Weak,Q13627,10,16
0,20,relu,0.001,0.8272483874893514,vs_Weak,Q13627,20,16
0,20,relu,0.001,0.8171595472800292,vs_Weak,Q13627,30,16
0,20,relu,0.001,0.8251916757940854,vs_Weak,Q13627,40,16
0,20,relu,0.001,0.805087014725569,vs_Weak,Q13627,10,32
0,20,relu,0.001,0.8433369843008397,vs_Weak,Q13627,20,32
0,20,relu,0.001,0.8312644517463794,vs_Weak,Q13627,30,32
0,20,relu,0.001,0.8252160155774613,vs_Weak,Q13627,40,32
0,20,relu,0.001,0.7809176098332724,vs_Weak,Q13627,10,64
0,20,relu,0.001,0.8191797493002313,vs_Weak,Q13627,20,64
0,20,relu,0.001,0.8372885481319217,vs_Weak,Q13627,30,64
0,20,relu,0.001,0.8232323232323232,vs_Weak,Q13627,40,64
0,20,relu,0.001,0.6762565413167824,vs_all,Q13627,10,8
0,20,relu,0.001,0.7004259462090787,vs_all,Q13627,20,8
0,20,relu,0.001,0.6843130096142144,vs_all,Q13627,30,8
0,20,relu,0.001,0.6662163806742121,vs_all,Q13627,40,8
0,20,relu,0.001,0.6782524035536084,vs_all,Q13627,10,16
0,20,relu,0.001,0.6923694779116465,vs_all,Q13627,20,16
0,20,relu,0.001,0.6903614457831325,vs_all,Q13627,30,16
0,20,relu,0.001,0.6863453815261044,vs_all,Q13627,40,16
0,20,relu,0.001,0.706413532919557,vs_all,Q13627,10,32
0,20,relu,0.001,0.6963855421686747,vs_all,Q13627,20,32
0,20,relu,0.001,0.6802969453571862,vs_all,Q13627,30,32
0,20,relu,0.001,0.6903614457831325,vs_all,Q13627,40,32
0,20,relu,0.001,0.700389436534015,vs_all,Q13627,10,64
0,20,relu,0.001,0.6882803943044907,vs_all,Q13627,20,64
0,20,relu,0.001,0.6863210417427285,vs_all,Q13627,30,64
0,20,relu,0.001,0.6802604356821225,vs_all,Q13627,40,64
0,20,relu,0.001,0.8433126445174638,vs_Non-binder,Q13627,10,8
0,20,relu,0.001,0.8493124011196299,vs_Non-binder,Q13627,20,8
0,20,relu,0.001,0.8432883047340879,vs_Non-binder,Q13627,30,8
0,20,relu,0.001,0.8352683461117195,vs_Non-binder,Q13627,40,8
0,20,relu,0.001,0.8392600705853718,vs_Non-binder,Q13627,10,16
0,20,relu,0.001,0.8392722404770597,vs_Non-binder,Q13627,20,16
0,20,relu,0.001,0.8372520384568577,vs_Non-binder,Q13627,30,16
0,20,relu,0.001,0.8312401119630035,vs_Non-binder,Q13627,40,16
0,20,relu,0.001,0.8150784958013874,vs_Non-binder,Q13627,10,32
0,20,relu,0.001,0.8392479006936838,vs_Non-binder,Q13627,20,32
0,20,relu,0.001,0.8392844103687477,vs_Non-binder,Q13627,30,32
0,20,relu,0.001,0.8271875380309116,vs_Non-binder,Q13627,40,32
0,20,relu,0.001,0.7929414628209809,vs_Non-binder,Q13627,10,64
0,20,relu,0.001,0.8372642083485458,vs_Non-binder,Q13627,20,64
0,20,relu,0.001,0.8332359741998298,vs_Non-binder,Q13627,30,64
0,20,relu,0.001,0.8231714737738834,vs_Non-binder,Q13627,40,64
0,20,relu,0.001,0.8183878736364925,vs_Weak,P06239,10,8
0,20,relu,0.001,0.822101471272742,vs_Weak,P06239,20,8
0,20,relu,0.001,0.814734988768138,vs_Weak,P06239,30,8
0,20,relu,0.001,0.8239228543095947,vs_Weak,P06239,40,8
0,20,relu,0.001,0.8239026167202962,vs_Weak,P06239,10,16
0,20,relu,0.001,0.8165664905996398,vs_Weak,P06239,20,16
0,20,relu,0.001,0.8239532106935422,vs_Weak,P06239,30,16
0,20,relu,0.001,0.8257644749357457,vs_Weak,P06239,40,16
0,20,relu,0.001,0.7944366867018801,vs_Weak,P06239,10,32
0,20,relu,0.001,0.8147451075627871,vs_Weak,P06239,20,32
0,20,relu,0.001,0.8166069657782365,vs_Weak,P06239,30,32
0,20,relu,0.001,0.8110416287211867,vs_Weak,P06239,40,32
0,20,relu,0.001,0.7686438791411166,vs_Weak,P06239,10,64
0,20,relu,0.001,0.8221115900673911,vs_Weak,P06239,20,64
0,20,relu,0.001,0.8147552263574364,vs_Weak,P06239,30,64
0,20,relu,0.001,0.8257948313196932,vs_Weak,P06239,40,64
0,20,relu,0.001,0.7282901260801813,vs_all,P06239,10,8
0,20,relu,0.001,0.7191427357173215,vs_all,P06239,20,8
0,20,relu,0.001,0.7117661344180681,vs_all,P06239,30,8
0,20,relu,0.001,0.691508307530407,vs_all,P06239,40,8
0,20,relu,0.001,0.6970736445874568,vs_all,P06239,10,16
0,20,relu,0.001,0.7338554631372313,vs_all,P06239,20,16
0,20,relu,0.001,0.7136178738388684,vs_all,P06239,30,16
0,20,relu,0.001,0.7117863720073666,vs_all,P06239,40,16
0,20,relu,0.001,0.7099042762026189,vs_all,P06239,10,32
0,20,relu,0.001,0.7228259769696234,vs_all,P06239,20,32
0,20,relu,0.001,0.7154291380810718,vs_all,P06239,30,32
0,20,relu,0.001,0.7062311537449659,vs_all,P06239,40,32
0,20,relu,0.001,0.6859530892680065,vs_all,P06239,10,64
0,20,relu,0.001,0.7117762532127173,vs_all,P06239,20,64
0,20,relu,0.001,0.7136077550442191,vs_all,P06239,30,64
0,20,relu,0.001,0.7062513913342642,vs_all,P06239,40,64
0,20,relu,0.001,0.8717038026430292,vs_Non-binder,P06239,10,8
0,20,relu,0.001,0.8533280715601158,vs_Non-binder,P06239,20,8
0,20,relu,0.001,0.849604355129217,vs_Non-binder,P06239,30,8
0,20,relu,0.001,0.8569607188391718,vs_Non-binder,P06239,40,8
0,20,relu,0.001,0.8569506000445227,vs_Non-binder,P06239,10,16
0,20,relu,0.001,0.862495699512274,vs_Non-binder,P06239,20,16
0,20,relu,0.001,0.8606641976807722,vs_Non-binder,P06239,30,16
0,20,relu,0.001,0.8569809564284703,vs_Non-binder,P06239,40,16
0,20,relu,0.001,0.8440997308400623,vs_Non-binder,P06239,10,32
0,20,relu,0.001,0.8496347115131645,vs_Non-binder,P06239,20,32
0,20,relu,0.001,0.8588124582599721,vs_Non-binder,P06239,30,32
0,20,relu,0.001,0.8459514702608626,vs_Non-binder,P06239,40,32
0,20,relu,0.001,0.8238115475684537,vs_Non-binder,P06239,10,64
0,20,relu,0.001,0.8551494545969683,vs_Non-binder,P06239,20,64
0,20,relu,0.001,0.8514662133446663,vs_Non-binder,P06239,30,64
0,20,relu,0.001,0.8496245927185152,vs_Non-binder,P06239,40,64
0,20,relu,0.001,0.816325995807128,vs_Weak,Q13464,10,8
0,20,relu,0.001,0.8038390985324947,vs_Weak,Q13464,20,8
0,20,relu,0.001,0.7975366876310273,vs_Weak,Q13464,30,8
0,20,relu,0.001,0.7975497903563942,vs_Weak,Q13464,40,8
0,20,relu,0.001,0.8016378406708595,vs_Weak,Q13464,10,16
0,20,relu,0.001,0.8059093291404613,vs_Weak,Q13464,20,16
0,20,relu,0.001,0.8079926624737945,vs_Weak,Q13464,30,16
0,20,relu,0.001,0.8121855345911951,vs_Weak,Q13464,40,16
0,20,relu,0.001,0.7743841719077569,vs_Weak,Q13464,10,32
0,20,relu,0.001,0.8059486373165617,vs_Weak,Q13464,20,32
0,20,relu,0.001,0.8080057651991615,vs_Weak,Q13464,30,32
0,20,relu,0.001,0.8184617400419287,vs_Weak,Q13464,40,32
0,20,relu,0.001,0.7219601677148848,vs_Weak,Q13464,10,64
0,20,relu,0.001,0.8121593291404613,vs_Weak,Q13464,20,64
0,20,relu,0.001,0.8059355345911948,vs_Weak,Q13464,30,64
0,20,relu,0.001,0.8163784067085954,vs_Weak,Q13464,40,64
0,20,relu,0.001,0.6803066037735849,vs_all,Q13464,10,8
0,20,relu,0.001,0.6761268343815514,vs_all,Q13464,20,8
0,20,relu,0.001,0.6572982180293502,vs_all,Q13464,30,8
0,20,relu,0.001,0.6635744234800839,vs_all,Q13464,40,8
0,20,relu,0.001,0.66354821802935,vs_all,Q13464,10,16
0,20,relu,0.001,0.665670859538784,vs_all,Q13464,20,16
0,20,relu,0.001,0.6636006289308176,vs_all,Q13464,30,16
0,20,relu,0.001,0.6656970649895179,vs_all,Q13464,40,16
0,20,relu,0.001,0.6740041928721174,vs_all,Q13464,10,32
0,20,relu,0.001,0.6782363731656185,vs_all,Q13464,20,32
0,20,relu,0.001,0.6677803983228511,vs_all,Q13464,30,32
0,20,relu,0.001,0.6615172955974843,vs_all,Q13464,40,32
0,20,relu,0.001,0.657206498951782,vs_all,Q13464,10,64
0,20,relu,0.001,0.6719077568134172,vs_all,Q13464,20,64
0,20,relu,0.001,0.665670859538784,vs_all,Q13464,30,64
0,20,relu,0.001,0.667793501048218,vs_all,Q13464,40,64
0,20,relu,0.001,0.853930817610063,vs_Non-binder,Q13464,10,8
0,20,relu,0.001,0.8455319706498953,vs_Non-binder,Q13464,20,8
0,20,relu,0.001,0.8287735849056604,vs_Non-binder,Q13464,30,8
0,20,relu,0.001,0.8581105870020963,vs_Non-binder,Q13464,40,8
0,20,relu,0.001,0.8413653039832285,vs_Non-binder,Q13464,10,16
0,20,relu,0.001,0.8560010482180292,vs_Non-binder,Q13464,20,16
0,20,relu,0.001,0.8518474842767295,vs_Non-binder,Q13464,30,16
0,20,relu,0.001,0.8539046121593291,vs_Non-binder,Q13464,40,16
0,20,relu,0.001,0.8225104821802937,vs_Non-binder,Q13464,10,32
0,20,relu,0.001,0.853917714884696,vs_Non-binder,Q13464,20,32
0,20,relu,0.001,0.8581367924528301,vs_Non-binder,Q13464,30,32
0,20,relu,0.001,0.8602201257861636,vs_Non-binder,Q13464,40,32
0,20,relu,0.001,0.8099842767295597,vs_Non-binder,Q13464,10,64
0,20,relu,0.001,0.8455974842767295,vs_Non-binder,Q13464,20,64
0,20,relu,0.001,0.8664963312368972,vs_Non-binder,Q13464,30,64
0,20,relu,0.001,0.853917714884696,vs_Non-binder,Q13464,40,64
0,20,relu,0.001,0.7771535580524344,vs_Weak,P11309,10,8
0,20,relu,0.001,0.7659176029962547,vs_Weak,P11309,20,8
0,20,relu,0.001,0.745318352059925,vs_Weak,P11309,30,8
0,20,relu,0.001,0.7715355805243446,vs_Weak,P11309,40,8
0,20,relu,0.001,0.7546816479400748,vs_Weak,P11309,10,16
0,20,relu,0.001,0.7734082397003745,vs_Weak,P11309,20,16
0,20,relu,0.001,0.7696629213483147,vs_Weak,P11309,30,16
0,20,relu,0.001,0.7752808988764045,vs_Weak,P11309,40,16
0,20,relu,0.001,0.754681647940075,vs_Weak,P11309,10,32
0,20,relu,0.001,0.7808988764044944,vs_Weak,P11309,20,32
0,20,relu,0.001,0.7752808988764045,vs_Weak,P11309,30,32
0,20,relu,0.001,0.7696629213483147,vs_Weak,P11309,40,32
0,20,relu,0.001,0.7397003745318352,vs_Weak,P11309,10,64
0,20,relu,0.001,0.7827715355805243,vs_Weak,P11309,20,64
0,20,relu,0.001,0.7752808988764045,vs_Weak,P11309,30,64
0,20,relu,0.001,0.7584269662921349,vs_Weak,P11309,40,64
0,20,relu,0.001,0.6479400749063671,vs_all,P11309,10,8
0,20,relu,0.001,0.6722846441947565,vs_all,P11309,20,8
0,20,relu,0.001,0.647940074906367,vs_all,P11309,30,8
0,20,relu,0.001,0.6329588014981273,vs_all,P11309,40,8
0,20,relu,0.001,0.649812734082397,vs_all,P11309,10,16
0,20,relu,0.001,0.651685393258427,vs_all,P11309,20,16
0,20,relu,0.001,0.6479400749063671,vs_all,P11309,30,16
0,20,relu,0.001,0.6479400749063671,vs_all,P11309,40,16
0,20,relu,0.001,0.6367041198501874,vs_all,P11309,10,32
0,20,relu,0.001,0.647940074906367,vs_all,P11309,20,32
0,20,relu,0.001,0.6573033707865169,vs_all,P11309,30,32
0,20,relu,0.001,0.6479400749063671,vs_all,P11309,40,32
0,20,relu,0.001,0.6217228464419476,vs_all,P11309,10,64
0,20,relu,0.001,0.6385767790262172,vs_all,P11309,20,64
0,20,relu,0.001,0.651685393258427,vs_all,P11309,30,64
0,20,relu,0.001,0.6460674157303371,vs_all,P11309,40,64
0,20,relu,0.001,0.8314606741573033,vs_Non-binder,P11309,10,8
0,20,relu,0.001,0.8202247191011236,vs_Non-binder,P11309,20,8
0,20,relu,0.001,0.8164794007490638,vs_Non-binder,P11309,30,8
0,20,relu,0.001,0.8389513108614232,vs_Non-binder,P11309,40,8
0,20,relu,0.001,0.8220973782771536,vs_Non-binder,P11309,10,16
0,20,relu,0.001,0.8314606741573033,vs_Non-binder,P11309,20,16
0,20,relu,0.001,0.8389513108614232,vs_Non-binder,P11309,30,16
0,20,relu,0.001,0.8389513108614232,vs_Non-binder,P11309,40,16
0,20,relu,0.001,0.8164794007490638,vs_Non-binder,P11309,10,32
0,20,relu,0.001,0.8258426966292135,vs_Non-binder,P11309,20,32
0,20,relu,0.001,0.8352059925093633,vs_Non-binder,P11309,30,32
0,20,relu,0.001,0.8277153558052435,vs_Non-binder,P11309,40,32
0,20,relu,0.001,0.8033707865168539,vs_Non-binder,P11309,10,64
0,20,relu,0.001,0.8370786516853933,vs_Non-binder,P11309,20,64
0,20,relu,0.001,0.8314606741573033,vs_Non-binder,P11309,30,64
0,20,relu,0.001,0.8295880149812733,vs_Non-binder,P11309,40,64
