,task_type,ag_pos,ag_neg,seed_id,split_id,r,p,r2,r_pos,r_pos2,p_pos,slope,intercept,slope_pos,intercept_pos,logits_mean,logits_std,Energy_mean,Energy_std,logits_pos_mean,logits_pos_std,Energy_pos_mean,Energy_pos_std,logits_neg_mean,logits_neg_std,Energy_neg_mean,Energy_neg_std,corr_type
26,1v1,3RAJ,1OB1,0,42,-0.1288582578271043,5.824728442412767e-20,0.0166044506102364,-0.1288582578271043,0.0166044506102364,5.824728442412767e-20,-0.0331604827477143,-101.49180563542158,-0.0331604827477143,-101.49180563542158,8.771897767335176,5.389016336359518,-101.782686,1.3868135908589736,8.771897767335176,5.389016336359518,-101.782686,1.3868135908589736,,,,,
27,1v1,5E94,3VRL,0,42,-0.0009456435673142,0.9467008043916432,8.942417564028676e-07,-0.0009456435673142,8.942417564028676e-07,0.9467008043916432,-0.00010866413424,-97.70264572306154,-0.00010866413424,-97.70264572306154,18.96004558288455,10.949582483376323,-97.704706,1.25821920851628,18.96004558288455,10.949582483376323,-97.704706,1.25821920851628,,,,,
28,1v1,5E94,1NSN,0,42,-0.257234927669702,2.1901958448630588e-76,0.0661698080132368,-0.257234927669702,0.0661698080132368,2.1901958448630588e-76,-0.0403084621784849,-97.05457089150426,-0.0403084621784849,-97.05457089150426,16.128998065394164,8.029528034638155,-97.704706,1.25821920851628,16.128998065394164,8.029528034638155,-97.704706,1.25821920851628,,,,,
29,1v1,5E94,3RAJ,0,42,-0.2696524765151329,4.891739956197874e-84,0.0727124580907443,-0.2696524765151329,0.0727124580907443,4.891739956197874e-84,-0.0578801928372729,-97.23960627859648,-0.0578801928372729,-97.23960627859648,8.035559292471408,5.8617967381206455,-97.704706,1.25821920851628,8.035559292471408,5.8617967381206455,-97.704706,1.25821920851628,,,,,
30,1v1,5E94,1H0D,0,42,-0.5106685797246703,0.0,0.2607823983180119,-0.5106685797246703,0.2607823983180119,0.0,-0.1111244149939874,-96.66746422334106,-0.1111244149939874,-96.66746422334106,9.334058376955984,5.78210482574969,-97.704706,1.25821920851628,9.334058376955984,5.78210482574969,-97.704706,1.25821920851628,,,,,
31,1v1,5E94,1WEJ,0,42,-0.0949916232949149,1.691205448455025e-11,0.009023408496203,-0.0949916232949149,0.009023408496203,1.691205448455025e-11,-0.0185579157713137,-97.50308756781833,-0.0185579157713137,-97.50308756781833,10.864282102914157,6.440393767847328,-97.704706,1.25821920851628,10.864282102914157,6.440393767847328,-97.704706,1.25821920851628,,,,,
32,1v1,5E94,1ADQ,0,42,-0.5025254944785953,2.87879e-318,0.2525318726009567,-0.5025254944785953,0.2525318726009567,2.87879e-318,-0.101554031480816,-96.61277800088952,-0.101554031480816,-96.61277800088952,10.752187610757352,6.226116488950526,-97.704706,1.25821920851628,10.752187610757352,6.226116488950526,-97.704706,1.25821920851628,,,,,
33,1v1,5E94,1FBI,0,42,-0.1864455424784234,2.4046365784822183e-40,0.0347619403100736,-0.1864455424784234,0.0347619403100736,2.4046365784822183e-40,-0.0316066643105192,-97.18767012952212,-0.0316066643105192,-97.18767012952212,16.35844470641613,7.422148714711117,-97.704706,1.25821920851628,16.35844470641613,7.422148714711117,-97.704706,1.25821920851628,,,,,
34,1v1,5E94,2YPV,0,42,-0.4835588298246941,1.9839659382843173e-291,0.2338291419014274,-0.4835588298246941,0.2338291419014274,1.9839659382843173e-291,-0.1097220835803531,-96.4606058197036,-0.1097220835803531,-96.4606058197036,11.338648881793022,5.545128093448211,-97.704706,1.25821920851628,11.338648881793022,5.545128093448211,-97.704706,1.25821920851628,,,,,
35,1v1,5E94,1OB1,0,42,-0.3095316335193127,1.7955191354868082e-111,0.0958098321491341,-0.3095316335193127,0.0958098321491341,1.7955191354868082e-111,-0.0883698034775148,-96.99196372847643,-0.0883698034775148,-96.99196372847643,8.06545045338869,4.407146237871989,-97.704706,1.25821920851628,8.06545045338869,4.407146237871989,-97.704706,1.25821920851628,,,,,
36,1v1,1H0D,3VRL,0,42,0.1436006477442297,1.8931650373314492e-24,0.0206211460325623,0.1436006477442297,0.0206211460325623,1.8931650373314492e-24,0.0196691087928696,-83.88352375722857,0.0196691087928696,-83.88352375722857,19.45760538816452,9.424205562769243,-83.50081,1.290841840982733,19.45760538816452,9.424205562769243,-83.50081,1.290841840982733,,,,,
37,1v1,1H0D,1NSN,0,42,-0.0036733459737331,0.7951100680250364,1.3493470642741475e-05,-0.0036733459737331,1.3493470642741475e-05,0.7951100680250364,-0.0007418839749533,-83.49185515208418,-0.0007418839749533,-83.49185515208418,12.070415615034104,6.391442380943178,-83.50081,1.290841840982733,12.070415615034104,6.391442380943178,-83.50081,1.290841840982733,,,,,
38,1v1,1H0D,3RAJ,0,42,0.2422822277612882,1.0290912324258187e-67,0.0587006778889727,0.2422822277612882,0.0587006778889727,1.0290912324258187e-67,0.0442973321988111,-84.00740933638369,0.0442973321988111,-84.00740933638369,11.436339644789696,7.060200273848239,-83.50081,1.290841840982733,11.436339644789696,7.060200273848239,-83.50081,1.290841840982733,,,,,
39,1v1,1H0D,5E94,0,42,0.2485064849250573,2.9761581182737333e-71,0.0617554730498077,0.2485064849250573,0.0617554730498077,2.9761581182737333e-71,0.0373461742576003,-84.01392704713027,0.0373461742576003,-84.01392704713027,13.739480879378318,8.589435862537004,-83.50081,1.290841840982733,13.739480879378318,8.589435862537004,-83.50081,1.290841840982733,,,,,
40,1v1,1H0D,1WEJ,0,42,0.0766349171179211,5.778223726563053e-08,0.0058729105216706,0.0766349171179211,0.0058729105216706,5.778223726563053e-08,0.0160312523493443,-83.70920573741454,0.0160312523493443,-83.70920573741454,12.999342339158058,6.170669348869403,-83.50081,1.290841840982733,12.999342339158058,6.170669348869403,-83.50081,1.290841840982733,,,,,
41,1v1,1H0D,1ADQ,0,42,0.0760672551337096,7.23537989658025e-08,0.0057862273035768,0.0760672551337096,0.0057862273035768,7.23537989658025e-08,0.0166321592532778,-83.68297180390735,0.0166321592532778,-83.68297180390735,10.95238454210162,5.903670964185865,-83.50081,1.290841840982733,10.95238454210162,5.903670964185865,-83.50081,1.290841840982733,,,,,
42,1v1,1H0D,1FBI,0,42,0.1082816033359815,1.6243474778579742e-14,0.0117249056210108,0.1082816033359815,0.0117249056210108,1.6243474778579742e-14,0.0126971900182293,-83.7620894685761,0.0126971900182293,-83.7620894685761,20.57773949992657,11.008295850826526,-83.50081,1.290841840982733,20.57773949992657,11.008295850826526,-83.50081,1.290841840982733,,,,,
43,1v1,1H0D,2YPV,0,42,0.0996422574037872,1.646090757778943e-12,0.0099285794605225,0.0996422574037872,0.0099285794605225,1.646090757778943e-12,0.0250888293266328,-83.68927928095637,0.0250888293266328,-83.68927928095637,7.512079519641399,5.126679818824448,-83.50081,1.290841840982733,7.512079519641399,5.126679818824448,-83.50081,1.290841840982733,,,,,
44,1v1,1H0D,1OB1,0,42,0.0147043758717472,0.2985478003175181,0.0002162186697776,0.0147043758717472,0.0002162186697776,0.2985478003175181,0.0020616031249304,-83.54154937365334,0.0020616031249304,-83.54154937365334,19.76101663833261,9.206924160743068,-83.50081,1.290841840982733,19.76101663833261,9.206924160743068,-83.50081,1.290841840982733,,,,,
45,1v1,1WEJ,3VRL,0,42,0.1807340805049738,5.621312365976639e-38,0.0326648078559783,0.1807340805049738,0.0326648078559783,5.621312365976639e-38,0.0206260622411005,-74.8004628189849,0.0206260622411005,-74.8004628189849,17.15096244982481,9.960400325845868,-74.446706,1.136718855089114,17.15096244982481,9.960400325845868,-74.446706,1.136718855089114,,,,,
46,1v1,1WEJ,1NSN,0,42,-0.2144728474011806,4.095842476153959e-53,0.0459986022723701,-0.2144728474011806,0.0459986022723701,4.095842476153959e-53,-0.0388255127081164,-73.90607341298526,-0.0388255127081164,-73.90607341298526,13.924673476409913,6.279255894915837,-74.446706,1.136718855089114,13.924673476409913,6.279255894915837,-74.446706,1.136718855089114,,,,,
47,1v1,1WEJ,3RAJ,0,42,0.1005848951697594,1.0129733993620269e-12,0.0101173211363114,0.1005848951697594,0.0101173211363114,1.0129733993620269e-12,0.0136603453845578,-74.60606040669022,0.0136603453845578,-74.60606040669022,11.665474203193188,8.369974818198477,-74.446706,1.136718855089114,11.665474203193188,8.369974818198477,-74.446706,1.136718855089114,,,,,
48,1v1,1WEJ,5E94,0,42,0.0895854380208875,2.2123580783130283e-10,0.0080255507053942,0.0895854380208875,0.0080255507053942,2.2123580783130283e-10,0.0177073434400647,-74.64377482832008,0.0177073434400647,-74.64377482832008,11.129214779567718,5.750916668240833,-74.446706,1.136718855089114,11.129214779567718,5.750916668240833,-74.446706,1.136718855089114,,,,,
49,1v1,1WEJ,1H0D,0,42,-0.1691814154914597,2.01439881095469e-33,0.0286223513476939,-0.1691814154914597,0.0286223513476939,2.01439881095469e-33,-0.0302590777365506,-74.04492873478527,-0.0302590777365506,-74.04492873478527,13.27790849122405,6.3555045065866285,-74.446706,1.136718855089114,13.27790849122405,6.3555045065866285,-74.446706,1.136718855089114,,,,,
50,1v1,1WEJ,1ADQ,0,42,0.0065040177554264,0.6456645356746814,4.2302246962902645e-05,0.0065040177554264,4.2302246962902645e-05,0.6456645356746814,0.0013529026846523,-74.45993315062914,0.0013529026846523,-74.45993315062914,9.776867751955988,5.464723886144381,-74.446706,1.136718855089114,9.776867751955988,5.464723886144381,-74.446706,1.136718855089114,,,,,
51,1v1,1WEJ,1FBI,0,42,0.1118466746146342,2.162113938944555e-15,0.0125096786223518,0.1118466746146342,0.0125096786223518,2.162113938944555e-15,0.0157742331846631,-74.69942355759423,0.0157742331846631,-74.69942355759423,16.020909202736615,8.059867153295338,-74.446706,1.136718855089114,16.020909202736615,8.059867153295338,-74.446706,1.136718855089114,,,,,
52,1v1,1WEJ,2YPV,0,42,-0.1921316894603283,8.81115256417126e-43,0.03691458609488,-0.1921316894603283,0.03691458609488,8.81115256417126e-43,-0.0366743198167432,-73.95124129377815,-0.0366743198167432,-73.95124129377815,13.509853998592495,5.955112873558179,-74.446706,1.136718855089114,13.509853998592495,5.955112873558179,-74.446706,1.136718855089114,,,,,
53,1v1,1WEJ,1OB1,0,42,-0.0762168349159926,6.820136335038621e-08,0.0058090059246116,-0.0762168349159926,0.0058090059246116,6.820136335038621e-08,-0.0145253206700417,-74.29555848743753,-0.0145253206700417,-74.29555848743753,10.405795231375098,5.964557705284201,-74.446706,1.136718855089114,10.405795231375098,5.964557705284201,-74.446706,1.136718855089114,,,,,
54,1v1,1ADQ,3VRL,0,42,0.2178373597350697,8.905895601034643e-55,0.0474531152963461,0.2178373597350697,0.0474531152963461,8.905895601034643e-55,0.0465524186586331,-96.53087658304358,0.0465524186586331,-96.53087658304358,12.952164472162725,7.605385465926063,-95.927922,1.6252909450455917,12.952164472162725,7.605385465926063,-95.927922,1.6252909450455917,,,,,
55,1v1,1ADQ,1NSN,0,42,-0.1188385451010578,3.428882947389585e-17,0.0141225998017361,-0.1188385451010578,0.0141225998017361,3.428882947389585e-17,-0.0365956342116817,-95.57765155507758,-0.0365956342116817,-95.57765155507758,9.571372445583345,5.277875774959695,-95.927922,1.6252909450455917,9.571372445583345,5.277875774959695,-95.927922,1.6252909450455917,,,,,
56,1v1,1ADQ,3RAJ,0,42,0.1019453709339593,4.986912417046014e-13,0.0103928586548625,0.1019453709339593,0.0103928586548625,4.986912417046014e-13,0.0387102817609112,-96.19021812733315,0.0387102817609112,-96.19021812733315,6.775877503377199,4.28028112251029,-95.927922,1.6252909450455917,6.775877503377199,4.28028112251029,-95.927922,1.6252909450455917,,,,,
57,1v1,1ADQ,5E94,0,42,0.3066303350277095,2.52283822387434e-109,0.0940221623592053,0.3066303350277095,0.0940221623592053,2.52283822387434e-109,0.0843366210921245,-96.77616091230774,0.0843366210921245,-96.77616091230774,10.057776815378666,5.909218327023653,-95.927922,1.6252909450455917,10.057776815378666,5.909218327023653,-95.927922,1.6252909450455917,,,,,
58,1v1,1ADQ,1H0D,0,42,-0.097075153988586,6.036541704136548e-12,0.0094235855219077,-0.097075153988586,0.0094235855219077,6.036541704136548e-12,-0.0347939584976709,-95.65678200503912,-0.0347939584976709,-95.65678200503912,7.792732033610344,4.534562193523639,-95.927922,1.6252909450455917,7.792732033610344,4.534562193523639,-95.927922,1.6252909450455917,,,,,
59,1v1,1ADQ,1WEJ,0,42,0.0628640843133738,8.649189003374161e-06,0.0039518930965589,0.0628640843133738,0.0039518930965589,8.649189003374161e-06,0.0186278554810749,-96.10288601095694,0.0186278554810749,-96.10288601095694,9.392600835597516,5.484926974384755,-95.927922,1.6252909450455917,9.392600835597516,5.484926974384755,-95.927922,1.6252909450455917,,,,,
60,1v1,1ADQ,1FBI,0,42,0.0005512767801304,0.9689131816237776,3.0390608831101385e-07,0.0005512767801304,3.0390608831101385e-07,0.9689131816237776,8.73241666213957e-05,-95.92936163723394,8.73241666213957e-05,-95.92936163723394,16.486126231491564,10.260449009511934,-95.927922,1.6252909450455917,16.486126231491564,10.260449009511934,-95.927922,1.6252909450455917,,,,,
61,1v1,1ADQ,2YPV,0,42,-0.0871698983600051,6.655981543503823e-10,0.0075985911800936,-0.0871698983600051,0.0075985911800936,6.655981543503823e-10,-0.0314958158905211,-95.66513399513902,-0.0314958158905211,-95.66513399513902,8.343584613728524,4.498262466910431,-95.927922,1.6252909450455917,8.343584613728524,4.498262466910431,-95.927922,1.6252909450455917,,,,,
62,1v1,1ADQ,1OB1,0,42,0.0749910234806904,1.1033938389287263e-07,0.0056236536026814,0.0749910234806904,0.0056236536026814,1.1033938389287263e-07,0.0194918070734345,-96.14976798927442,0.0194918070734345,-96.14976798927442,11.38149933654964,6.252998039824293,-95.927922,1.6252909450455917,11.38149933654964,6.252998039824293,-95.927922,1.6252909450455917,,,,,
63,1v1,1FBI,3VRL,0,42,0.0054713576885298,0.6989119955202024,2.99357549558349e-05,0.0054713576885298,2.99357549558349e-05,0.6989119955202024,0.0007594062866471,-91.62321526528228,0.0007594062866471,-91.62321526528228,21.06285602782369,10.076363161354836,-91.60722,1.3985657613561735,21.06285602782369,10.076363161354836,-91.60722,1.3985657613561735,,,,,
64,1v1,1FBI,1NSN,0,42,-0.0605389891392723,1.83883667278525e-05,0.0036649692060049,-0.0605389891392723,0.0036649692060049,1.83883667278525e-05,-0.0120131619058589,-91.40754569214702,-0.0120131619058589,-91.40754569214702,16.62129499441385,7.047916119068914,-91.60722,1.3985657613561735,16.62129499441385,7.047916119068914,-91.60722,1.3985657613561735,,,,,
65,1v1,1FBI,3RAJ,0,42,-0.1428754975377879,3.2324183763965206e-24,0.0204134077966704,-0.1428754975377879,0.0204134077966704,3.2324183763965206e-24,-0.0436884339255819,-91.29983000624114,-0.0436884339255819,-91.29983000624114,7.035958173334598,4.573768410500855,-91.60722,1.3985657613561735,7.035958173334598,4.573768410500855,-91.60722,1.3985657613561735,,,,,
66,1v1,1FBI,5E94,0,42,0.008936209460163,0.5275567506703057,7.985583951590841e-05,0.008936209460163,7.985583951590841e-05,0.5275567506703057,0.0015960855597952,-91.63041737348588,0.0015960855597952,-91.63041737348588,14.5339160194695,7.830329966079405,-91.60722,1.3985657613561735,14.5339160194695,7.830329966079405,-91.60722,1.3985657613561735,,,,,
67,1v1,1FBI,1H0D,0,42,-0.5958722799408726,0.0,0.3550637740019335,-0.5958722799408726,0.3550637740019335,0.0,-0.1460657178160918,-89.92897073817868,-0.1460657178160918,-89.92897073817868,11.489686196827888,5.705422061566675,-91.60722,1.3985657613561735,11.489686196827888,5.705422061566675,-91.60722,1.3985657613561735,,,,,
68,1v1,1FBI,1WEJ,0,42,-0.2252735289590567,1.4942891372818025e-58,0.0507481628496669,-0.2252735289590567,0.0507481628496669,1.4942891372818025e-58,-0.0489983108568979,-91.0019159420033,-0.0489983108568979,-91.0019159420033,12.353569896817207,6.430014403194078,-91.60722,1.3985657613561735,12.353569896817207,6.430014403194078,-91.60722,1.3985657613561735,,,,,
69,1v1,1FBI,1ADQ,0,42,-0.3169539114755085,4.448281133438596e-117,0.1004597819996244,-0.3169539114755085,0.1004597819996244,4.448281133438596e-117,-0.0962159388124377,-90.77116332350292,-0.0962159388124377,-90.77116332350292,8.689378151023387,4.607146113095423,-91.60722,1.3985657613561735,8.689378151023387,4.607146113095423,-91.60722,1.3985657613561735,,,,,
70,1v1,1FBI,2YPV,0,42,-0.3752916495535263,5.294732974852341e-167,0.1408438222246068,-0.3752916495535263,0.1408438222246068,5.294732974852341e-167,-0.1138305791320148,-90.42518835523062,-0.1138305791320148,-90.42518835523062,10.38413099347055,4.610975851925908,-91.60722,1.3985657613561735,10.38413099347055,4.610975851925908,-91.60722,1.3985657613561735,,,,,
71,1v1,1FBI,1OB1,0,42,-0.0479110338629654,0.0007016828282217,0.0022954671658182,-0.0479110338629654,0.0022954671658182,0.0007016828282217,-0.0070445799926027,-91.4771525911618,-0.0070445799926027,-91.4771525911618,18.463472481644157,9.511813567629815,-91.60722,1.3985657613561735,18.463472481644157,9.511813567629815,-91.60722,1.3985657613561735,,,,,
72,1v1,2YPV,3VRL,0,42,0.3194361159556438,5.461131475683581e-119,0.1020394321768275,0.3194361159556438,0.1020394321768275,5.461131475683581e-119,0.0459040513253955,-97.79055780194012,0.0459040513253955,-97.79055780194012,20.56188451100588,10.27510019376493,-96.846684,1.4765666845689016,20.56188451100588,10.27510019376493,-96.846684,1.4765666845689016,,,,,
73,1v1,2YPV,1NSN,0,42,-0.2455936137057855,1.3877182141410332e-69,0.0603162230930666,-0.2455936137057855,0.0603162230930666,1.3877182141410332e-69,-0.0488085208549997,-96.02768829209109,-0.0488085208549997,-96.02768829209109,16.779769055938722,7.429754919599805,-96.846684,1.4765666845689016,16.779769055938722,7.429754919599805,-96.846684,1.4765666845689016,,,,,
74,1v1,2YPV,3RAJ,0,42,0.1863552644439999,2.6248159558683e-40,0.0347282845859931,0.1863552644439999,0.0347282845859931,2.6248159558683e-40,0.0415188354990739,-97.33088990333914,0.0415188354990739,-97.33088990333914,11.662318981704116,6.627497415676901,-96.846684,1.4765666845689016,11.662318981704116,6.627497415676901,-96.846684,1.4765666845689016,,,,,
